comment_text,multi_labels
Thanks Priyanka! It was a wonderfull information,"(5.0, 0.0, 0.0, 0.0)"
He has a beverage company with several billion dollars. Why bother with this change money?,"(5.0, 0.0, 0.0, 0.0)"
촉 규젤~~,"(5.0, 0.0, 0.0, 0.0)"
Pixel does the same thing,"(4.0, 0.0, 0.0, 0.0)"
face with tears of joy face with tears of joy face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
많이 성숙했데이 짜슥 멋져!!!,"(5.0, 0.0, 0.0, 0.0)"
이게 남의일이 아니게될것같아 씁쓸하네,"(5.0, 0.0, 0.0, 0.0)"
Be a real men wolf horse,"(5.0, 0.0, 0.0, 0.0)"
Haha nick is dead face with tears of joy face with tears of joy face with tears of joy red heart red heart,"(5.0, 0.0, 0.0, 0.0)"
Does this play music?,"(4.0, 0.0, 1.0, 0.0)"
"First of all, Tamara is an absolute gem. Your predicament is starting to scare me a bit. The kindness of strangers have probably saved us all at one time or another. Please help other travelers in need whenever you can. Wishing You Well.","(5.0, 0.0, 0.0, 0.0)"
segundo,"(5.0, 0.0, 0.0, 0.0)"
"Ich finde die Idee eines Offline-Übersetzers spannend, aber für 369€? Mein Smartphone kann das auch und ist kostenlos.","(2.0, 0.0, 0.0, 0.0)"
Welcome I flow you all your video I so happy I'm your student from Eritrean,"(5.0, 0.0, 0.0, 0.0)"
leider fast 370€ aber dat Ding sieht sehr benutzbar und nützlich aus wenn man viel reist,"(3.0, 1.0, 0.0, 0.0)"
"Theranos is considerably different. She lied about the product already existing, faked clinical trials, and ran fake blood tests using normal equipment that she claimed had been done by her machine.","(5.0, 0.0, 0.0, 0.0)"
캐럿맨님의 성격과 마인드 너무 제가 닮고샆은 부분이 정말 많네요 정말 멋지십니다. 실제로 뵌적은 없지만 너무 멋지고 닮고 싶네요 항상 응원 허겠습니다.,"(5.0, 0.0, 0.0, 0.0)"
Nice shoe collection,"(5.0, 0.0, 0.0, 0.0)"
"That ""carrie is there"" made me laugh face with tears of joy face with tears of joy red heart","(5.0, 0.0, 0.0, 0.0)"
"I bought one last week, and it’s been a game-changer for my travels! smiling face with hearts","(1.0, 1.0, 0.0, 0.0)"
I didnt like cause i lovee it,"(1.0, 0.0, 0.0, 0.0)"
Ist das Gerät wasserdicht? Wäre wichtig für Outdoor-Reisen.,"(4.0, 1.0, 1.0, 0.0)"
"You should reach to those person who already had JSV job seeker visa and language, still getting rejection of work permit by German govt , there are lot of ground reality which no youtuber tells to public, I know many people who came on JSv and don't find any job just they wasted money , here govt is making fool of middle class person asking for blocked account for 1 year that for 12 lakh for opportunity card and many things I have already faced all that","(5.0, 0.0, 0.0, 0.0)"
That’s a cool device smiling face with hearts,"(1.0, 0.0, 0.0, 0.0)"
"Lo usé durante un viaje y aunque traduce bien, sería genial si tuviera una batería más duradera.","(3.0, 1.0, 0.0, 1.0)"
Google translate be like crying face,"(2.0, 0.0, 0.0, 0.0)"
That should be an app,"(2.0, 0.0, 0.0, 0.0)"
"You did bad with carrie, You will pay for this","(5.0, 0.0, 0.0, 0.0)"
"The concept is nice, but I wish it had Bluetooth connectivity for easier file transfers.","(3.0, 0.0, 0.0, 1.0)"
You are very bad for him i always comment that he should break up whith you,"(5.0, 0.0, 0.0, 0.0)"
"It’s a good product, but adding a noise-cancellation feature would make it even better.","(3.0, 0.0, 0.0, 1.0)"
“You want respect to me?“ that got md face with tears of joy face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
다른 나라가 기준 금리 낮출때도 기준 금리 올리던데....나토 가입국이 브릭스에 가입신청하는 나라... 대표적인 박쥐 국가. 이런 나라들은 미래가 없다고 봄. 우리도 중꿔-미국사이 줄타기 하다가는 터키 꼴 나는건 시간 문제 일뿐.,"(5.0, 0.0, 0.0, 0.0)"
U could have use Google translate instead grinning face with sweat,"(2.0, 0.0, 0.0, 0.0)"
This just for noisy people want to leave device hidden to hear your comvos lol,"(4.0, 1.0, 0.0, 0.0)"
"I tried using the Xfaiyx Translator during my trip to Japan, and it worked flawlessly! Highly recommend it.","(1.0, 1.0, 0.0, 0.0)"
When Carrie throws the slipper . It’s so funny face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
Maybe a little respect carrie?,"(5.0, 0.0, 0.0, 0.0)"
You know I'm sitting here trying to figure out who in the right mind would buy something named DinkDoink lol but then I remember that I'm also the idiot that bought a stock called SOS which lost 90% of my investment... So yeahh,"(5.0, 0.0, 0.0, 0.0)"
Broo what's his skincare routine grinning face with sweat,"(5.0, 0.0, 0.0, 0.0)"
와 금리가 40프로라니...뉴스에 크게 나온것도 없던데 무슨 일이 있나보군요,"(5.0, 0.0, 0.0, 0.0)"
"NGL, dishonest scheme for the purpose of taking money from other people sounds like 90% of capitalism.","(5.0, 0.0, 0.0, 0.0)"
face with tears of joy face with tears of joy face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
All the talk and he’s up to my knees face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
¿Cuánto dura la batería? Necesito algo que aguante todo el día.,"(4.0, 1.0, 1.0, 0.0)"
POV: er macht efelwting marketing,"(5.0, 0.0, 0.0, 0.0)"
Lol,"(5.0, 0.0, 0.0, 0.0)"
Is there a companion app for smartphones? That would be convenient for managing recordings. thumbs up,"(2.0, 0.0, 1.0, 1.0)"
Sorry nick carrie won today face with tears of joy face with tears of joy red heart,"(5.0, 0.0, 0.0, 0.0)"
"Ich mag das Design des Xfaiyx, aber es wäre toll, wenn es leichter wäre. Es fühlt sich etwas schwer an für unterwegs.","(3.0, 0.0, 0.0, 1.0)"
"this isn't the year 2001, there's literally multiple apps that can do this.","(2.0, 0.0, 0.0, 0.0)"
Bro is about Beetlejuice’s height,"(5.0, 0.0, 0.0, 0.0)"
"How come all this hype hasn’t caught the attention of the FTC, FBI and IRS? WHO else can scam thousands of followers millions and sadly including kids and seem to get away with it?","(5.0, 0.0, 0.0, 0.0)"
369€ ist ja ein Schnäppchen see-no-evil monkey,"(1.0, 0.0, 0.0, 0.0)"
Streisand Effect: Activated!,"(5.0, 0.0, 0.0, 0.0)"
face with tears of joy face with tears of joy face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
How durable is this device? Can it handle being carried around daily?,"(4.0, 0.0, 1.0, 0.0)"
터키사람들은 이 와중에도 손님 먹은 거 다 내줌. 도대체 어떻게 사는 건지?,"(5.0, 0.0, 0.0, 0.0)"
Schafft das heutige s24 genauso sogar bei Telefonaten,"(2.0, 0.0, 0.0, 0.0)"
my phone does the same thg,"(2.0, 0.0, 0.0, 0.0)"
"What about Nick , is he alive or died. Pls pin me smiling face with smiling eyes","(5.0, 0.0, 0.0, 0.0)"
face with tears of joy face with tears of joy face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
this is the best app for carrie and apnavi,"(5.0, 0.0, 0.0, 0.0)"
I live it face with tears of joy face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
Compact and smart—perfect for my daily notes!,"(1.0, 1.0, 0.0, 0.0)"
Moye Moye face with tears of joy red heart red heart red heart face with tears of joy face with tears of joy face with tears of joy face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
"I used it during a business trip to Japan, and it saved me so much time! smiling face with hearts","(1.0, 1.0, 0.0, 0.0)"
Wtf carrie,"(5.0, 0.0, 0.0, 0.0)"
OMG,"(5.0, 0.0, 0.0, 0.0)"
You look like rose in first red heart,"(5.0, 0.0, 0.0, 0.0)"
I love how compact the Xfaiyx Smart Translator is! Perfect for minimalist living in a van. Definitely worth the investment.,"(1.0, 0.0, 0.0, 0.0)"
cool,"(5.0, 0.0, 0.0, 0.0)"
How many languages does the Xfaiyx Smart Translator support? Is it good for less common languages?,"(4.0, 0.0, 1.0, 0.0)"
Looks like a must-have for productivity,"(1.0, 0.0, 0.0, 0.0)"
HAHAHAAHAHA Carrie even called Apnavi overr red heart red heart,"(5.0, 0.0, 0.0, 0.0)"
I really think Logan is on a personal vendetta here and is not listening to his lawyers.,"(5.0, 0.0, 0.0, 0.0)"
¿Este traductor funciona sin conexión? Me interesa para viajes largos.,"(4.0, 1.0, 1.0, 0.0)"
smiling face with hearts smiling face with hearts smiling face with hearts,"(5.0, 0.0, 0.0, 0.0)"
I am delighted,"(5.0, 0.0, 0.0, 0.0)"
beaming face with smiling eyes beaming face with smiling eyes beaming face with smiling eyes,"(5.0, 0.0, 0.0, 0.0)"
Google translate crying face,"(2.0, 0.0, 0.0, 0.0)"
hundred points hundred points thumbs up,"(5.0, 0.0, 0.0, 0.0)"
iPhone already does this Where to buy?,"(3.0, 0.0, 1.0, 0.0)"
Carrie is the queen of scary pranks hahaha face with tears of joy face with tears of joy face with tears of joy face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
Google translate app is good instead of your device ...sorry red heart red heart red heart babe face with tears of joy face with tears of joy face with tears of joy face with tears of joy,"(2.0, 0.0, 0.0, 0.0)"
Imagine being an annoying girl face with tears of joy face with tears of joy face with tears of joy face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
Does this support multiple languages for the voice-to-text feature? That would be super helpful.,"(4.0, 0.0, 0.0, 0.0)"
no wonder girls why annoying,"(5.0, 0.0, 0.0, 0.0)"
"La calidad de audio no es buena, deberían mejorar los altavoces.","(2.0, 0.0, 0.0, 1.0)"
face with tears of joy face with tears of joy face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
um your phone can do that face with raised eyebrow,"(2.0, 0.0, 0.0, 0.0)"
how can I purchase it?,"(1.0, 0.0, 1.0, 0.0)"
Nobody is talking about Apnavi's walk? Like she walked like a model exploding head,"(5.0, 0.0, 0.0, 0.0)"
30 Kontinente wow,"(5.0, 0.0, 0.0, 0.0)"
This guy needs to be in prison.,"(5.0, 0.0, 0.0, 0.0)"
"Das war ein Produkt face with tears of joy Aber ich frage mich, ob es wirklich besser ist als Google Translate?","(4.0, 0.0, 1.0, 0.0)"
"The likelihood of Paul prevailing in this lawsuit is besides the point. Coffeezilla will have to spend tens or hundreds of thousands of dollars to defend the suit—almost none of which he'll be able to recoup from Paul because the venue in which the case was filed (Texas federal court) doesn't recognize any anti-SLAPP statute. As is so often the case with lawsuits such as these, the process is the punishment.","(5.0, 0.0, 0.0, 0.0)"
"Carrie s Doesn't need that translator,we are here for her loudly crying face pinched fingers medium-light skin tone","(5.0, 0.0, 0.0, 0.0)"
Carrie is a girl's girl nail polish light skin tone sparkles red heart,"(5.0, 0.0, 0.0, 0.0)"
"AWOOP, JUMPSCARE!!","(5.0, 0.0, 0.0, 0.0)"
I buy so a phone Or just a phone AiPod how much,"(5.0, 0.0, 0.0, 0.0)"
face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
Does it sync easily with cloud storage?,"(4.0, 0.0, 1.0, 0.0)"
You two are so funny face with tears of joy Love yall! two hearts,"(5.0, 0.0, 0.0, 0.0)"
Omg it made me laugh so much how she said carrie is there face with tears of joy face with tears of joy face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
I wouldn’t recommend the Xfaiyx Smart Translator for long-term travel. It feels flimsy and doesn’t seem built to last.,"(2.0, 1.0, 0.0, 0.0)"
Nick got slapped face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
"I tried using the Xfaiyx Smart Translator for translating job descriptions, but it failed to capture the nuances of professional language. Not impressed.","(2.0, 1.0, 0.0, 0.0)"
Use Google translate,"(2.0, 0.0, 0.0, 0.0)"
klingt schon gut aber 370 ist auch ein stolzer Preis.liebenn Gruß,"(3.0, 0.0, 0.0, 0.0)"
"Ich habe den Xfaiyx ausprobiert und die Transkription ist nicht so genau, wie ich gehofft hatte. Für den Preis hätte ich mehr erwartet confused face","(2.0, 0.0, 0.0, 0.0)"
"The suit isn't designed to win in court; it's designed to give Logan's fans a reason to keep believing in him and thus buy his next big thing. It's also designed to crush Coffeezilla financially and emotionally with the burden of defending it in the hopes of extracting a nuisance settlement that will shut up Coffeezilla and let Logan claim vindication. Given that this lawsuit was delivered with a warning to not publish imminent future content (rather than at the time of the alleged harm) and that it seems that most of the claims are barely colorable at best, I'd appreciate an explainer as to what the bar is for Rule 11(b) violations, even if it wasn't met here and wouldn't be likely to result in sanctions.","(5.0, 0.0, 0.0, 0.0)"
smiling face with hearts smiling face with hearts smiling face with hearts,"(5.0, 0.0, 0.0, 0.0)"
My Hindi speaking friends doesn't know that I know Hindi and they were talking about me in a nice way smiling face with smiling eyes,"(5.0, 0.0, 0.0, 0.0)"
Where did you get that from,"(4.0, 0.0, 1.0, 0.0)"
"Poland „Zpierdalai” face with tears of joy Ich frage mich, ob der Xfaiyx auch solche Slang-Ausdrücke korrekt übersetzen kann?","(4.0, 0.0, 1.0, 0.0)"
ugge,"(5.0, 0.0, 0.0, 0.0)"
"I used the Xfaiyx Smart Translator while traveling through Europe, and it was a lifesaver! However, I wish the battery lasted longer for full-day use.","(3.0, 1.0, 0.0, 1.0)"
Part 2 two pls I want to know what there punishment was face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
I will never understand why people give this ...person any of their attention (outside of topics like this video) or money. It's insane.,"(5.0, 0.0, 0.0, 0.0)"
Coffee just dropped a video today in response finally.,"(5.0, 0.0, 0.0, 0.0)"
Kostet nur 300-450€,"(4.0, 0.0, 0.0, 0.0)"
face with tears of joy face with tears of joy face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
How to send my voice red heart,"(5.0, 0.0, 0.0, 0.0)"
Pensé que era un Windows Phone pensive face pensive face,"(5.0, 0.0, 0.0, 0.0)"
kann alles mein Handy mit aps,"(2.0, 0.0, 0.0, 0.0)"
Thats the reason why they r besties also carrie i love your accent when you talk english smiling face with heart-eyes,"(5.0, 0.0, 0.0, 0.0)"
"Omg, now Canadian’s Government accused Logan’s other company as a fraud face with tears of joy","(5.0, 0.0, 0.0, 0.0)"
@NerdsHeaven.de smiling face with sunglasses,"(5.0, 0.0, 0.0, 0.0)"
"I tried it for translating French and it worked fine, but struggled with idioms.","(3.0, 0.0, 0.0, 0.0)"
Warum sollte man sowas kaufen? Ein Handy mit Übersetzer-Apps reicht doch völlig aus!,"(2.0, 0.0, 1.0, 0.0)"
"Ich habe den Xfaiyx Übersetzer ausprobiert, und er ist wirklich nützlich für schnelle Übersetzungen. Allerdings wäre eine robustere Bauweise wünschenswert.","(3.0, 0.0, 0.0, 1.0)"
Does this translator come with a warranty? I’m worried about durability since I’ll be traveling a lot for job interviews.,"(4.0, 1.0, 1.0, 0.0)"
face with tears of joy face with tears of joy face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
The cat got me laughing by dying face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
